,soil,rainfall,temperature,fertilizer,irrigation,weather,yield,state,season
47,Peaty,188.863609401577,38.4530235091418,False,False,Sunny,0.666,Maharashtra,Kharif     
48,Peaty,188.863609401577,38.4530235091418,False,False,Sunny,0.666,Manipur,Autumn     
49,Peaty,188.863609401577,38.4530235091418,False,False,Sunny,0.666,Puducherry,Summer     
50,Peaty,188.863609401577,38.4530235091418,False,False,Sunny,0.666,Puducherry,Summer     
51,Peaty,188.863609401577,38.4530235091418,False,False,Sunny,0.666,Rajasthan,Kharif     
52,Peaty,188.863609401577,38.4530235091418,False,False,Sunny,0.666,Uttar Pradesh,Kharif     
53,Loam,233.75204348478,21.2473119575087,True,False,Rainy,3.212,Andhra Pradesh,Kharif     
54,Loam,314.00838626748,20.6407649186082,False,True,Cloudy,4.32,Punjab,Kharif     
55,Clay,135.649520342035,17.5782929072536,False,False,Sunny,1.529,Maharashtra,Kharif     
56,Clay,135.649520342035,17.5782929072536,False,False,Sunny,1.529,Maharashtra,Kharif     
57,Clay,135.649520342035,17.5782929072536,False,False,Sunny,1.529,Rajasthan,Kharif     
58,Clay,135.649520342035,17.5782929072536,False,False,Sunny,1.529,Telangana ,Kharif     
59,Loam,322.904928201742,23.4981943293963,True,False,Cloudy,3.527,Tamil Nadu,Kharif     
60,Peaty,388.99339824443,25.8562685969861,True,False,Sunny,3.988,Punjab,Kharif     
61,Silt,462.08411600498,16.1448482604755,False,False,Rainy,2.405,Tamil Nadu,Rabi       
62,Chalky,101.672298222852,32.2482648193394,True,True,Cloudy,3.6,Andhra Pradesh,Kharif     
63,Chalky,101.672298222852,32.2482648193394,True,True,Cloudy,3.6,Karnataka,Summer     
64,Chalky,101.672298222852,32.2482648193394,True,True,Cloudy,3.6,West Bengal,Kharif     
65,Chalky,101.672298222852,32.2482648193394,True,True,Cloudy,3.6,West Bengal,Kharif     
66,Chalky,101.672298222852,32.2482648193394,True,True,Cloudy,3.6,West Bengal,Kharif     
67,Clay,152.613635727962,17.0834909362162,True,False,Sunny,3.211,Andhra Pradesh,Kharif     
68,Clay,152.613635727962,17.0834909362162,True,False,Sunny,3.211,Andhra Pradesh,Kharif     
69,Clay,152.613635727962,17.0834909362162,True,False,Sunny,3.211,Andhra Pradesh,Kharif     
70,Sandy,215.433934375061,27.0432777525071,False,True,Rainy,3.594,Andhra Pradesh,Kharif     
71,Sandy,215.433934375061,27.0432777525071,False,True,Rainy,3.594,Andhra Pradesh,Kharif     
72,Sandy,215.433934375061,27.0432777525071,False,True,Rainy,3.594,Andhra Pradesh,Kharif     
73,Sandy,230.841499620789,16.7645804624249,True,False,Rainy,1.906,Gujarat,Kharif     
74,Clay,509.826441631324,21.4338204620285,True,False,Rainy,4.575,Tamil Nadu,Rabi       
75,Loam,146.23423426095,37.1808400448827,True,False,Sunny,3.192,Gujarat,Kharif     
76,Clay,105.649890035641,20.5405635666015,False,True,Cloudy,1.695,Chhattisgarh,Kharif     
77,Clay,105.649890035641,20.5405635666015,False,True,Cloudy,1.695,Karnataka,Whole Year 
78,Chalky,695.223905292949,31.5584491108232,False,False,Rainy,3.494,Andhra Pradesh,Kharif     
79,Loam,444.145999366971,19.6163582702286,False,False,Cloudy,1.454,Tripura,Kharif     
80,Peaty,262.180971863721,37.0181457547287,False,False,Rainy,1.891,Karnataka,Summer     
81,Peaty,262.180971863721,37.0181457547287,False,False,Rainy,1.891,Maharashtra,Kharif     
82,Chalky,376.770551803125,35.4534573264231,False,False,Rainy,1.801,Karnataka,Kharif     
83,Silt,199.618246421932,33.5229527368266,True,False,Rainy,3.593,Andhra Pradesh,Kharif     
84,Silt,199.618246421932,33.5229527368266,True,False,Rainy,3.593,Gujarat,Kharif     
85,Silt,199.618246421932,33.5229527368266,True,False,Rainy,3.593,Haryana,Kharif     
86,Sandy,263.821952483542,35.3165164988984,False,False,Sunny,1.852,Rajasthan,Kharif     
87,Sandy,160.7637627471,15.2039220983454,False,True,Cloudy,2.25,Andhra Pradesh,Kharif     
88,Sandy,160.7637627471,15.2039220983454,False,True,Cloudy,2.25,Gujarat,Kharif     
89,Sandy,160.7637627471,15.2039220983454,False,True,Cloudy,2.25,Gujarat,Kharif     
90,Sandy,160.7637627471,15.2039220983454,False,True,Cloudy,2.25,Puducherry,Summer     
91,Sandy,160.7637627471,15.2039220983454,False,True,Cloudy,2.25,Tamil Nadu,Whole Year 
92,Clay,341.160136889177,32.5261898933984,False,False,Rainy,2.253,Maharashtra,Kharif     
93,Sandy,675.947526234095,34.9904074599554,True,False,Rainy,5.461,Puducherry,Kharif     
94,Clay,390.190856344978,31.3643274512001,False,False,Rainy,2.87,Andhra Pradesh,Kharif     
95,Clay,390.190856344978,31.3643274512001,False,False,Rainy,2.87,Andhra Pradesh,Kharif     
96,Silt,209.040337731458,22.9608695308908,False,True,Cloudy,2.644,Gujarat,Kharif     
97,Silt,152.231911088235,25.2112391255335,False,False,Sunny,1.071,Maharashtra,Kharif     
98,Chalky,732.185430429152,18.9725561479804,False,False,Sunny,4.072,Punjab,Kharif     
99,Clay,415.082806214951,24.2311897267005,False,False,Cloudy,2.722,Karnataka,Whole Year 
100,Silt,588.625899073476,18.28399435849,False,False,Sunny,2.943,Tamil Nadu,Kharif     
101,Clay,165.323947539101,27.3098552162248,False,False,Cloudy,1.951,Madhya Pradesh,Kharif     
102,Clay,165.323947539101,27.3098552162248,False,False,Cloudy,1.951,Tamil Nadu,Kharif     
103,Silt,336.649309852088,28.1916948588218,False,False,Cloudy,1.753,Maharashtra,Kharif     
104,Clay,178.503562590768,39.4149976974774,False,False,Sunny,1.4,Chhattisgarh,Kharif     
105,Clay,178.503562590768,39.4149976974774,False,False,Sunny,1.4,Madhya Pradesh,Kharif     
106,Clay,178.503562590768,39.4149976974774,False,False,Sunny,1.4,Maharashtra,Kharif     
107,Clay,178.503562590768,39.4149976974774,False,False,Sunny,1.4,Nagaland,Kharif     
108,Clay,178.503562590768,39.4149976974774,False,False,Sunny,1.4,Nagaland,Kharif     
109,Clay,178.503562590768,39.4149976974774,False,False,Sunny,1.4,Rajasthan,Kharif     
110,Peaty,311.637189627115,26.3443750080785,True,False,Cloudy,3.944,Haryana,Kharif     
111,Peaty,311.637189627115,26.3443750080785,True,False,Cloudy,3.944,Punjab,Kharif     
112,Silt,138.627638719652,16.982310592629,False,False,Cloudy,2.422,Tamil Nadu,Kharif     
113,Sandy,242.133533290701,33.1463187883723,False,False,Cloudy,2.387,Andhra Pradesh,Kharif     
114,Chalky,115.040887080587,33.7201925706711,False,False,Rainy,1.681,Rajasthan,Kharif     
115,Peaty,507.562941876293,31.8962410379963,False,False,Sunny,2.191,Maharashtra,Kharif     
116,Chalky,282.622572468412,39.1116117936623,False,True,Sunny,4.033,Punjab,Kharif     
117,Chalky,359.697616401923,33.7727269328745,False,False,Cloudy,2.128,Rajasthan,Kharif     
118,Silt,124.258201328134,22.1453924725278,True,True,Sunny,3.167,Tamil Nadu,Whole Year 
119,Silt,599.775655268678,22.7592103473632,True,False,Cloudy,4.769,Nagaland,Kharif     
120,Silt,207.291190213678,31.1980474124813,True,False,Rainy,2.765,Karnataka,Whole Year 
121,Silt,207.291190213678,31.1980474124813,True,False,Rainy,2.765,Tamil Nadu,Whole Year 
122,Silt,509.078391236332,16.0510750765501,False,False,Sunny,3.083,Punjab,Kharif     
123,Silt,262.582349907085,33.5566511728842,True,True,Cloudy,3.733,Punjab,Kharif     
124,Clay,592.174295172952,35.2737271701102,False,False,Cloudy,4.057,Tamil Nadu,Kharif     
125,Loam,181.642703030412,16.3358683710927,False,True,Cloudy,1.714,Chhattisgarh,Kharif     
126,Loam,181.642703030412,16.3358683710927,False,True,Cloudy,1.714,Maharashtra,Kharif     
127,Silt,454.325035388662,20.3464248005705,False,False,Sunny,2.196,Karnataka,Whole Year 
128,Peaty,354.146292218842,37.003793356951,False,True,Cloudy,2.8,Karnataka,Kharif     
129,Peaty,354.146292218842,37.003793356951,False,True,Cloudy,2.8,Karnataka,Summer     
130,Peaty,354.146292218842,37.003793356951,False,True,Cloudy,2.8,Tamil Nadu,Kharif     
131,Silt,345.606742715237,15.8356374927643,True,True,Cloudy,4.046,Haryana,Kharif     
132,Chalky,398.242763203424,30.1999167287558,False,True,Sunny,3.667,Haryana,Kharif     
133,Chalky,364.137777549864,18.1778490448929,True,False,Sunny,3.162,Gujarat,Kharif     
134,Chalky,255.371137554872,36.9383360845704,True,True,Cloudy,4.731,Gujarat,Kharif     
135,Silt,507.06960847786,18.6898589144023,False,False,Cloudy,2.151,Tamil Nadu,Kharif     
136,Loam,648.890675250161,35.1173939956268,False,False,Sunny,4.523,Haryana,Kharif     
137,Chalky,207.281873258555,20.7775622138345,False,False,Rainy,1.321,Karnataka,Whole Year 
138,Chalky,207.281873258555,20.7775622138345,False,False,Rainy,1.321,Karnataka,Kharif     
139,Silt,450.299031663251,19.2904194358472,False,False,Cloudy,2.854,Tamil Nadu,Kharif     
140,Peaty,596.175695598138,21.9997256802363,False,False,Sunny,2.699,Andhra Pradesh,Kharif     
141,Clay,240.818790899584,33.282400706792,False,False,Rainy,1.933,Punjab,Kharif     
142,Silt,404.977231440058,33.9745195016413,False,False,Sunny,2.499,Tamil Nadu,Rabi       
143,Sandy,310.668878971822,23.3655650702994,True,False,Cloudy,3.125,Gujarat,Kharif     
144,Loam,273.727350980661,22.4464403975713,False,False,Rainy,1.545,Haryana,Whole Year 
145,Loam,273.727350980661,22.4464403975713,False,False,Rainy,1.545,Karnataka,Whole Year 
146,Loam,273.727350980661,22.4464403975713,False,False,Rainy,1.545,Tamil Nadu,Kharif     
147,Chalky,570.343344678267,31.8526024630515,False,False,Cloudy,3.921,Gujarat,Kharif     
148,Peaty,545.711849558252,39.9914814494947,False,False,Rainy,3.764,Gujarat,Kharif     
149,Sandy,163.293606406861,20.6281690498591,True,False,Sunny,2.421,Maharashtra,Kharif     
150,Sandy,163.293606406861,20.6281690498591,True,False,Sunny,2.421,Punjab,Kharif     
151,Clay,948.284061608015,32.6949552047178,False,False,Sunny,4.724,Punjab,Kharif     
152,Clay,173.647561262499,16.1812370898192,True,True,Sunny,3.184,Telangana ,Kharif     
153,Sandy,132.480580826683,22.8109254428733,False,False,Sunny,1.743,Haryana,Kharif     
154,Sandy,132.480580826683,22.8109254428733,False,False,Sunny,1.743,Rajasthan,Kharif     
155,Sandy,132.480580826683,22.8109254428733,False,False,Sunny,1.743,Rajasthan,Kharif     
156,Sandy,132.480580826683,22.8109254428733,False,False,Sunny,1.743,Rajasthan,Kharif     
157,Sandy,132.480580826683,22.8109254428733,False,False,Sunny,1.743,Tamil Nadu,Kharif     
158,Peaty,355.581531203556,23.9572538003072,False,False,Sunny,1.555,Andhra Pradesh,Kharif     
159,Peaty,355.581531203556,23.9572538003072,False,False,Sunny,1.555,Mizoram,Kharif     
160,Sandy,110.480418713545,21.7623817376685,True,False,Rainy,2.197,Gujarat,Kharif     
161,Chalky,116.497416668687,15.5871260868797,True,False,Rainy,1.814,Maharashtra,Kharif     
162,Chalky,116.497416668687,15.5871260868797,True,False,Rainy,1.814,Tamil Nadu,Kharif     
163,Loam,306.203467251358,17.4878502710169,False,False,Cloudy,1.638,Rajasthan,Kharif     
164,Chalky,377.956723541434,18.9274534838081,False,False,Cloudy,1.606,Gujarat,Kharif     
165,Clay,626.876202221784,31.2728635871752,False,True,Cloudy,4.129,Punjab,Kharif     
166,Sandy,332.631311920138,35.8240733462277,False,False,Cloudy,1.95,Rajasthan,Kharif     
167,Sandy,332.631311920138,35.8240733462277,False,False,Cloudy,1.95,Tamil Nadu,Kharif     
168,Clay,205.81707189975,21.6457576892517,False,False,Rainy,1.183,Haryana,Kharif     
169,Sandy,251.788354629623,32.1021487852273,False,True,Cloudy,2.388,Tamil Nadu,Kharif     
170,Sandy,251.788354629623,32.1021487852273,False,True,Cloudy,2.388,Tamil Nadu,Kharif     
171,Sandy,471.51639812087,27.6635996832024,False,False,Rainy,3.535,Andhra Pradesh,Kharif     
172,Peaty,118.45628993453,32.3615258743174,False,False,Rainy,2.256,Karnataka,Kharif     
173,Peaty,118.45628993453,32.3615258743174,False,False,Rainy,2.256,Karnataka,Kharif     
174,Peaty,249.674575511713,18.7651972768808,False,False,Cloudy,1.089,Gujarat,Kharif     
175,Peaty,249.674575511713,18.7651972768808,False,False,Cloudy,1.089,Uttar Pradesh,Kharif     
176,Sandy,279.001080101923,18.4250952720106,False,True,Cloudy,2.121,Andhra Pradesh,Kharif     
177,Silt,370.321492284632,32.5613788552663,False,False,Rainy,2.566,Madhya Pradesh,Kharif     
178,Peaty,718.805472545086,20.8014595515394,False,False,Rainy,3.716,Gujarat,Kharif     
179,Loam,266.987544132849,22.5233369049468,True,True,Cloudy,5.297,Puducherry,Kharif     
180,Loam,146.277660040087,35.3187179963315,False,False,Sunny,1.686,Rajasthan,Kharif     
181,Loam,146.277660040087,35.3187179963315,False,False,Sunny,1.686,Tamil Nadu,Kharif     
182,Peaty,979.990197508732,21.0568183575977,False,False,Rainy,4.376,Haryana,Kharif     
183,Clay,341.183929707011,35.5725531579534,False,False,Sunny,3.287,Punjab,Kharif     
184,Loam,367.838197533012,37.7121119116636,True,False,Cloudy,4.645,Gujarat,Kharif     
185,Chalky,832.221039280341,19.2828399368774,False,False,Rainy,4.458,Gujarat,Kharif     
186,Loam,117.69721171958,27.0060641858652,True,False,Sunny,2.388,Tamil Nadu,Kharif     
187,Loam,117.69721171958,27.0060641858652,True,False,Sunny,2.388,Tamil Nadu,Kharif     
188,Clay,111.882912835272,37.7100365777687,False,True,Sunny,2.009,Rajasthan,Kharif     
189,Chalky,288.054900089768,28.0441869860138,False,False,Sunny,2.418,Andhra Pradesh,Kharif     
190,Peaty,349.864852677634,21.868227737922,False,True,Sunny,3.066,Karnataka,Kharif     
191,Peaty,349.864852677634,21.868227737922,False,True,Sunny,3.066,Punjab,Kharif     
192,Sandy,152.129432023687,15.5161952143403,True,True,Sunny,2.973,Tamil Nadu,Whole Year 
193,Clay,218.25867819344,33.7872236913399,True,False,Sunny,2.994,Andhra Pradesh,Kharif     
194,Clay,218.25867819344,33.7872236913399,True,False,Sunny,2.994,Madhya Pradesh,Kharif     
195,Silt,133.092754194978,23.5217559020552,False,False,Cloudy,0.234,Madhya Pradesh,Kharif     
196,Silt,133.092754194978,23.5217559020552,False,False,Cloudy,0.234,Rajasthan,Kharif     
197,Silt,133.092754194978,23.5217559020552,False,False,Cloudy,0.234,Uttar Pradesh,Kharif     
198,Sandy,214.416837859851,32.7431594087319,False,False,Sunny,1.584,Gujarat,Kharif     
199,Loam,180.295518610235,21.0908551052662,False,False,Sunny,2.285,Gujarat,Kharif     
200,Loam,180.295518610235,21.0908551052662,False,False,Sunny,2.285,Maharashtra,Kharif     
201,Loam,180.295518610235,21.0908551052662,False,False,Sunny,2.285,Tamil Nadu,Kharif     
202,Chalky,249.955018377983,39.6001519587781,False,False,Rainy,1.477,Haryana,Kharif     
203,Chalky,249.955018377983,39.6001519587781,False,False,Rainy,1.477,Karnataka,Kharif     
204,Chalky,249.955018377983,39.6001519587781,False,False,Rainy,1.477,Tamil Nadu,Kharif     
205,Chalky,249.955018377983,39.6001519587781,False,False,Rainy,1.477,Tripura,Kharif     
206,Chalky,244.692298524335,32.4434314010409,True,False,Rainy,1.976,Maharashtra,Kharif     
207,Chalky,109.87112365136,32.7489392830489,True,True,Rainy,3.29,Gujarat,Kharif     
208,Sandy,259.469895906638,22.8522322763068,True,False,Sunny,2.512,Tamil Nadu,Kharif     
209,Sandy,117.019543050612,29.4277264521897,False,False,Sunny,0.666,Andhra Pradesh,Kharif     
210,Sandy,117.019543050612,29.4277264521897,False,False,Sunny,0.666,Assam,Kharif     
211,Sandy,117.019543050612,29.4277264521897,False,False,Sunny,0.666,Chhattisgarh,Kharif     
212,Sandy,117.019543050612,29.4277264521897,False,False,Sunny,0.666,Himachal Pradesh,Kharif     
213,Sandy,117.019543050612,29.4277264521897,False,False,Sunny,0.666,Himachal Pradesh,Whole Year 
214,Sandy,117.019543050612,29.4277264521897,False,False,Sunny,0.666,Himachal Pradesh,Kharif     
215,Sandy,117.019543050612,29.4277264521897,False,False,Sunny,0.666,Madhya Pradesh,Kharif     
216,Sandy,117.019543050612,29.4277264521897,False,False,Sunny,0.666,Madhya Pradesh,Kharif     
217,Sandy,117.019543050612,29.4277264521897,False,False,Sunny,0.666,Maharashtra,Kharif     
218,Sandy,117.019543050612,29.4277264521897,False,False,Sunny,0.666,Maharashtra,Kharif     
219,Sandy,117.019543050612,29.4277264521897,False,False,Sunny,0.666,Manipur,Autumn     
220,Sandy,117.019543050612,29.4277264521897,False,False,Sunny,0.666,Puducherry,Summer     
221,Sandy,117.019543050612,29.4277264521897,False,False,Sunny,0.666,Puducherry,Summer     
222,Sandy,117.019543050612,29.4277264521897,False,False,Sunny,0.666,Rajasthan,Kharif     
223,Sandy,117.019543050612,29.4277264521897,False,False,Sunny,0.666,Uttar Pradesh,Kharif     
224,Clay,118.772818979127,27.0890925218013,False,False,Rainy,1.064,Meghalaya,Kharif     
225,Silt,132.915936804308,18.8329375064044,False,True,Sunny,3.175,Tamil Nadu,Whole Year 
226,Chalky,332.893943761505,24.7433570743122,False,False,Rainy,2.139,West Bengal,Kharif     
227,Loam,268.129196159928,38.8036283697563,False,True,Cloudy,2.917,Karnataka,Kharif     
228,Clay,185.757170765737,29.12569230261,False,False,Cloudy,1.838,Karnataka,Kharif     
229,Clay,185.757170765737,29.12569230261,False,False,Cloudy,1.838,Rajasthan,Kharif     
230,Chalky,403.304420826288,16.2260416005422,False,True,Rainy,3.607,Karnataka,Whole Year 
231,Loam,158.608827352855,28.3361431118085,True,True,Rainy,3.581,Gujarat,Kharif     
232,Sandy,298.936819170767,16.1787547191436,False,False,Cloudy,2.207,Karnataka,Kharif     
233,Sandy,298.936819170767,16.1787547191436,False,False,Cloudy,2.207,Tamil Nadu,Kharif     
234,Clay,505.003023892142,20.4055584906087,False,False,Rainy,2.776,Karnataka,Summer     
235,Clay,505.003023892142,20.4055584906087,False,False,Rainy,2.776,Punjab,Kharif     
236,Clay,464.008949637369,19.9968654556857,False,False,Sunny,2.547,Telangana ,Kharif     
237,Loam,578.143225926227,15.2108774119867,False,False,Rainy,3.011,Karnataka,Kharif     
238,Chalky,109.456051738776,15.2211979604658,False,True,Sunny,2.174,Maharashtra,Kharif     
239,Clay,511.98512529203,17.1335356064313,True,False,Cloudy,4.487,Tamil Nadu,Kharif     
240,Loam,229.332830661112,21.48168544164,False,False,Rainy,1.159,Gujarat,Kharif     
241,Loam,473.796731860151,32.098634284327,False,False,Rainy,2.763,Karnataka,Kharif     
242,Loam,473.796731860151,32.098634284327,False,False,Rainy,2.763,Karnataka,Summer     
243,Chalky,146.603994728423,24.426199558944,True,False,Rainy,2.8,Karnataka,Kharif     
244,Chalky,146.603994728423,24.426199558944,True,False,Rainy,2.8,Karnataka,Summer     
245,Chalky,146.603994728423,24.426199558944,True,False,Rainy,2.8,Tamil Nadu,Kharif     
246,Clay,210.919522377993,17.1991914270478,True,False,Rainy,2.906,Tamil Nadu,Kharif     
247,Loam,247.388231837327,31.3784337956262,False,False,Rainy,2.332,Maharashtra,Kharif     
248,Loam,156.390309105563,21.7647922173802,False,False,Sunny,1.453,Karnataka,Kharif     
249,Silt,103.925418127031,26.3288486113087,True,False,Sunny,1.972,Karnataka,Rabi       
250,Silt,103.925418127031,26.3288486113087,True,False,Sunny,1.972,Madhya Pradesh,Kharif     
251,Silt,103.925418127031,26.3288486113087,True,False,Sunny,1.972,Maharashtra,Kharif     
252,Peaty,199.068672845425,31.5675181087597,False,False,Cloudy,1.844,Karnataka,Rabi       
253,Peaty,199.068672845425,31.5675181087597,False,False,Cloudy,1.844,Karnataka,Rabi       
254,Peaty,199.068672845425,31.5675181087597,False,False,Cloudy,1.844,Karnataka,Rabi       
255,Peaty,199.068672845425,31.5675181087597,False,False,Cloudy,1.844,Tamil Nadu,Whole Year 
256,Peaty,199.068672845425,31.5675181087597,False,False,Cloudy,1.844,Tamil Nadu,Kharif     
257,Peaty,226.977556863793,39.9182329630958,False,False,Cloudy,2.431,Tamil Nadu,Whole Year 
258,Loam,225.063706509313,19.2379772295725,True,False,Rainy,2.161,Karnataka,Kharif     
259,Loam,225.063706509313,19.2379772295725,True,False,Rainy,2.161,Tamil Nadu,Kharif     
260,Clay,186.54027961712,17.1769284840125,False,True,Cloudy,2.692,Karnataka,Rabi       
261,Clay,186.54027961712,17.1769284840125,False,True,Cloudy,2.692,Karnataka,Rabi       
262,Clay,186.54027961712,17.1769284840125,False,True,Cloudy,2.692,Tamil Nadu,Whole Year 
263,Clay,186.54027961712,17.1769284840125,False,True,Cloudy,2.692,Tamil Nadu,Whole Year 
264,Loam,261.591789857644,33.5006369487163,False,False,Cloudy,1.806,Haryana,Kharif     
265,Loam,545.660922216491,18.5371599199916,False,False,Sunny,2.9,Punjab,Kharif     
266,Loam,545.660922216491,18.5371599199916,False,False,Sunny,2.9,Tamil Nadu,Kharif     
267,Sandy,139.454068037671,22.6333517666035,False,True,Sunny,1.464,Karnataka,Whole Year 
268,Sandy,139.454068037671,22.6333517666035,False,True,Sunny,1.464,Madhya Pradesh,Kharif     
269,Sandy,139.454068037671,22.6333517666035,False,True,Sunny,1.464,Rajasthan,Kharif     
270,Sandy,139.454068037671,22.6333517666035,False,True,Sunny,1.464,Telangana ,Kharif     
271,Chalky,332.600036611487,23.7389919752337,False,True,Cloudy,2.649,Tamil Nadu,Whole Year 
272,Chalky,806.734395690046,34.5575901891547,False,False,Rainy,5.007,Puducherry,Kharif     
273,Loam,384.097360951366,30.4534675624919,False,False,Rainy,1.439,Tamil Nadu,Whole Year 
274,Chalky,230.011973482108,38.3362075934971,False,True,Sunny,3.585,Andhra Pradesh,Kharif     
275,Silt,394.968280142199,23.0835832018437,True,False,Cloudy,3.855,Gujarat,Kharif     
276,Clay,456.686743976825,27.5305707475164,True,False,Sunny,3.755,Gujarat,Kharif     
277,Loam,246.650078529385,15.583521712095,True,True,Cloudy,3.722,Gujarat,Kharif     
278,Silt,384.872257298949,29.624049290167,False,False,Sunny,2.176,Andhra Pradesh,Kharif     
279,Loam,302.199680921748,25.1180505149496,False,False,Rainy,2.728,Karnataka,Kharif     
280,Loam,130.887111527217,28.1143636219191,False,False,Rainy,1.27,Meghalaya,Kharif     
281,Loam,130.887111527217,28.1143636219191,False,False,Rainy,1.27,Telangana ,Kharif     
282,Loam,130.887111527217,28.1143636219191,False,False,Rainy,1.27,Telangana ,Kharif     
283,Loam,130.887111527217,28.1143636219191,False,False,Rainy,1.27,Telangana ,Kharif     
284,Loam,130.887111527217,28.1143636219191,False,False,Rainy,1.27,Uttar Pradesh,Kharif     
285,Peaty,384.501638423605,35.1581848756188,False,False,Rainy,3.226,Tamil Nadu,Kharif     
286,Chalky,362.014497518508,37.3635821650679,True,True,Rainy,4.996,Tamil Nadu,Whole Year 
287,Chalky,254.690484346144,18.4569600019633,False,False,Sunny,2.151,Tamil Nadu,Kharif     
288,Clay,158.408397516977,30.9708588539698,False,False,Rainy,0.595,Madhya Pradesh,Kharif     
