State_Name,Season,yield,Soil_Type,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Rainfall_mm
Andhra Pradesh,Kharif     ,988.5653524042533,Loam,20.788653569772247,False,False,Cloudy,795.0820291220687
Andhra Pradesh,Kharif     ,988.5653524042533,Clay,33.204748505397035,False,False,Cloudy,1124.6679956982111
Andhra Pradesh,Kharif     ,896.5367460242778,Silt,39.22019174747968,False,False,Sunny,731.781713779317
Andhra Pradesh,Kharif     ,896.5367460242778,Clay,19.70499272444634,False,False,Sunny,756.6667531491984
Andhra Pradesh,Kharif     ,896.5367460242778,Clay,15.914625457937616,False,False,Sunny,882.5702177055875
Andhra Pradesh,Kharif     ,1047.9386468429473,Sandy,25.53684740540478,False,False,Rainy,876.071179435227
Andhra Pradesh,Kharif     ,1362.6171073680248,Sandy,19.30602178288571,False,False,Rainy,1078.8712344748947
Andhra Pradesh,Kharif     ,1148.873247388727,Loam,27.679973656547503,False,False,Cloudy,1220.0328709586297
Andhra Pradesh,Kharif     ,1148.873247388727,Sandy,25.67667283315293,False,False,Cloudy,918.7168348443334
Andhra Pradesh,Kharif     ,1027.1579937894044,Clay,15.125736011906849,False,False,Sunny,599.1846474573791
Andhra Pradesh,Kharif     ,629.3569210501553,Chalky,27.03407547009629,False,False,Sunny,1254.8233424699079
Andhra Pradesh,Kharif     ,629.3569210501553,Loam,19.943205255360454,False,False,Sunny,606.1002338982491
Andhra Pradesh,Kharif     ,1122.1552648913146,Silt,15.358121961643144,False,False,Cloudy,805.65446597743
Andhra Pradesh,Kharif     ,1154.8105768325963,Chalky,27.653888489748088,False,False,Rainy,618.5202595752058
Andhra Pradesh,Kharif     ,1546.674320127976,Sandy,18.59703697967916,False,False,Rainy,1226.6382655036277
Andhra Pradesh,Kharif     ,1546.674320127976,Loam,22.81047151396028,False,False,Sunny,924.7228186142013
Andhra Pradesh,Kharif     ,1546.674320127976,Chalky,27.632542465574737,False,False,Cloudy,1320.253482776724
Andhra Pradesh,Rabi       ,1549.6429848499106,Clay,21.366104425336,False,False,Cloudy,956.4213779591245
Andhra Pradesh,Rabi       ,1549.6429848499106,Clay,18.07633981630373,False,False,Rainy,1824.7263438778286
Andhra Pradesh,Kharif     ,382.95774912957563,Silt,16.540691396430365,False,False,Rainy,1279.733110776795
Andhra Pradesh,Kharif     ,329.5217841347511,Sandy,17.378018142674822,False,False,Cloudy,1405.84554755392
Andhra Pradesh,Kharif     ,397.8010727392491,Chalky,17.1841831325615,False,False,Cloudy,618.0029691700213
Andhra Pradesh,Kharif     ,320.615789968947,Chalky,21.925362185787385,False,False,Sunny,819.8838740957465
Andhra Pradesh,Kharif     ,463.11169662181237,Silt,19.62541969690605,False,False,Rainy,1012.790047860104
Andhra Pradesh,Kharif     ,436.3937141244001,Chalky,28.765224417600383,False,False,Cloudy,791.1967304206044
Andhra Pradesh,Rabi       ,436.3937141244001,Chalky,28.765224417600383,False,False,Cloudy,791.1967304206044
Andhra Pradesh,Kharif     ,650.1375741036982,Sandy,18.55674406584214,False,False,Cloudy,1260.760803471096
Andhra Pradesh,Kharif     ,546.2343088359838,Loam,22.481728035793505,False,False,Rainy,714.738373544668
Andhra Pradesh,Kharif     ,546.2343088359838,Peaty,17.74481051571145,False,False,Sunny,607.3422104441902
Andhra Pradesh,Kharif     ,875.7560929707349,Chalky,18.06076951692885,False,False,Sunny,1284.5926953151557
Andhra Pradesh,Kharif     ,852.0067751952573,Chalky,23.625525513931503,False,False,Sunny,644.7938799415163
Andhra Pradesh,Kharif     ,798.5708102004329,Chalky,20.96934777635859,False,False,Rainy,837.0578441732513
Andhra Pradesh,Kharif     ,798.5708102004329,Silt,21.712281221999504,False,False,Rainy,686.2985426232378
Andhra Pradesh,Kharif     ,1062.7819704526207,Chalky,22.254484342602844,False,False,Rainy,711.2740503848567
Andhra Pradesh,Kharif     ,1062.7819704526207,Chalky,19.891654328641536,False,False,Cloudy,949.1400812562778
Andhra Pradesh,Kharif     ,605.6076032746777,Loam,31.244012525683058,False,False,Cloudy,646.0762058271755
Andhra Pradesh,Kharif     ,605.6076032746777,Silt,23.79771502004417,False,False,Rainy,1200.6956182093809
Andhra Pradesh,Kharif     ,958.8787051849064,Loam,27.35603885294108,False,False,Cloudy,625.4462495364099
Andhra Pradesh,Kharif     ,1122.1552648913146,Silt,15.358121961643144,False,False,Cloudy,805.65446597743
Andhra Pradesh,Kharif     ,382.95774912957563,Silt,16.540691396430365,False,False,Rainy,1279.733110776795
Andhra Pradesh,Kharif     ,329.5217841347511,Sandy,17.378018142674822,False,False,Cloudy,1405.84554755392
Andhra Pradesh,Kharif     ,397.8010727392491,Chalky,17.1841831325615,False,False,Cloudy,618.0029691700213
Andhra Pradesh,Kharif     ,320.615789968947,Chalky,21.925362185787385,False,False,Sunny,819.8838740957465
Andhra Pradesh,Kharif     ,540.2969793921144,Sandy,22.96936876141313,False,False,Cloudy,881.0316656851307
Andhra Pradesh,Kharif     ,371.0830902418368,Sandy,15.664448936558554,False,False,Rainy,817.8683333754844
Andhra Pradesh,Kharif     ,335.4591135786205,Silt,33.41387424138868,False,False,Cloudy,670.993459512775
Andhra Pradesh,Rabi       ,335.4591135786205,Silt,33.41387424138868,False,False,Cloudy,670.993459512775
Andhra Pradesh,Kharif     ,988.5653524042533,Loam,20.788653569772247,False,False,Cloudy,795.0820291220687
Andhra Pradesh,Kharif     ,988.5653524042533,Clay,33.204748505397035,False,False,Cloudy,1124.6679956982111
Andhra Pradesh,Rabi       ,988.5653524042533,Loam,20.788653569772247,False,False,Cloudy,795.0820291220687
Andhra Pradesh,Rabi       ,988.5653524042533,Clay,33.204748505397035,False,False,Cloudy,1124.6679956982111
Andhra Pradesh,Kharif     ,783.7274865907594,Chalky,23.366757210729368,False,False,Cloudy,610.2327269972005
Andhra Pradesh,Kharif     ,385.9264138515103,Chalky,15.87083490152068,False,False,Sunny,1113.029620585848
Andhra Pradesh,Kharif     ,385.9264138515103,Peaty,18.359095390567056,False,False,Sunny,598.2401748718333
Andhra Pradesh,Kharif     ,385.9264138515103,Sandy,22.695625365304107,False,False,Sunny,783.4969585332057
Andhra Pradesh,Kharif     ,344.36510774442456,Loam,35.85717833422932,False,False,Sunny,873.2889040924648
Andhra Pradesh,Kharif     ,501.7043380069634,Clay,20.02970506091512,False,False,Rainy,1038.2575951441443
Andhra Pradesh,Kharif     ,400.76973746118375,Silt,29.562257462208425,False,False,Sunny,897.0477129465954
Andhra Pradesh,Kharif     ,599.6702738308084,Clay,18.75263227374345,False,False,Rainy,1052.0663841079386
Andhra Pradesh,Kharif     ,599.6702738308084,Silt,16.090204582845406,False,False,Cloudy,899.8932835483114
Andhra Pradesh,Kharif     ,875.7560929707349,Chalky,18.06076951692885,False,False,Sunny,1284.5926953151557
Andhra Pradesh,Kharif     ,955.9100404629717,Peaty,25.494719539697424,False,False,Sunny,611.0497351287557
Andhra Pradesh,Kharif     ,715.4481979862614,Clay,15.849608500959734,False,False,Cloudy,608.6108338212596
Andhra Pradesh,Kharif     ,715.4481979862614,Clay,21.85272585886659,False,False,Sunny,1025.2811537531431
Andhra Pradesh,Kharif     ,985.5966876823186,Silt,21.342619709904795,False,False,Rainy,1226.504824641197
Andhra Pradesh,Rabi       ,985.5966876823186,Silt,21.342619709904795,False,False,Rainy,1226.504824641197
Andhra Pradesh,Kharif     ,1044.9699821210124,Sandy,27.898689957270843,False,False,Sunny,774.0060651708396
Andhra Pradesh,Rabi       ,1044.9699821210124,Sandy,27.898689957270843,False,False,Sunny,774.0060651708396
Andhra Pradesh,Kharif     ,558.1089677237226,Clay,37.880613149871685,False,False,Rainy,1044.409145111644
Andhra Pradesh,Kharif     ,1187.4658887738779,Peaty,19.40715382720814,False,False,Rainy,636.4055530640996
Andhra Pradesh,Kharif     ,1187.4658887738779,Loam,32.545406585106065,False,False,Sunny,724.25176351417
Andhra Pradesh,Kharif     ,1065.7506351745553,Loam,25.86048958400657,False,False,Rainy,762.810543693465
Andhra Pradesh,Kharif     ,528.4223205043756,Clay,31.11059807225192,False,False,Sunny,767.9525253627365
Andhra Pradesh,Kharif     ,742.1661804836737,Silt,25.13316042069714,False,False,Sunny,1045.1244008828403
Andhra Pradesh,Rabi       ,742.1661804836737,Silt,25.13316042069714,False,False,Sunny,1045.1244008828403
Andhra Pradesh,Kharif     ,917.3173990778206,Chalky,22.10793424212452,False,False,Cloudy,1351.145194174279
Andhra Pradesh,Rabi       ,917.3173990778206,Chalky,22.10793424212452,False,False,Cloudy,1351.145194174279
Andhra Pradesh,Kharif     ,703.5735390985226,Chalky,15.832769210222576,False,False,Cloudy,1228.3467003661985
Andhra Pradesh,Kharif     ,237.49317775477556,Sandy,15.864172973156773,False,False,Rainy,846.9236327600106
Andhra Pradesh,Kharif     ,237.49317775477556,Clay,25.603280668525493,False,False,Cloudy,624.0276233881273
Andhra Pradesh,Kharif     ,558.1089677237226,Clay,37.880613149871685,False,False,Rainy,1044.409145111644
Andhra Pradesh,Kharif     ,1039.0326526771432,Loam,22.05172670533451,False,False,Cloudy,1065.6369529743654
Andhra Pradesh,Kharif     ,1065.7506351745553,Loam,25.86048958400657,False,False,Rainy,762.810543693465
Andhra Pradesh,Kharif     ,635.2942504940247,Loam,19.28315486763525,False,False,Sunny,1145.1979692778018
Andhra Pradesh,Kharif     ,558.1089677237226,Clay,37.880613149871685,False,False,Rainy,1044.409145111644
Andhra Pradesh,Kharif     ,1065.7506351745553,Loam,25.86048958400657,False,False,Rainy,762.810543693465
Andhra Pradesh,Kharif     ,635.2942504940247,Loam,19.28315486763525,False,False,Sunny,1145.1979692778018
Andhra Pradesh,Kharif     ,558.1089677237226,Clay,37.880613149871685,False,False,Rainy,1044.409145111644
Andhra Pradesh,Kharif     ,507.6416674508328,Peaty,24.607317325476192,False,False,Rainy,1265.534417475423
Andhra Pradesh,Kharif     ,397.8010727392491,Chalky,17.1841831325615,False,False,Cloudy,618.0029691700213
Andhra Pradesh,Kharif     ,593.7329443869389,Chalky,32.05512620494957,False,False,Rainy,953.8910111978988
Andhra Pradesh,Kharif     ,516.5476616166369,Peaty,20.8359530667147,False,False,Sunny,705.77356689049
Andhra Pradesh,Kharif     ,703.5735390985226,Chalky,15.832769210222576,False,False,Cloudy,1228.3467003661985
Andhra Pradesh,Kharif     ,715.4481979862614,Clay,15.849608500959734,False,False,Cloudy,608.6108338212596
Andhra Pradesh,Kharif     ,715.4481979862614,Clay,21.85272585886659,False,False,Sunny,1025.2811537531431
Andhra Pradesh,Kharif     ,558.1089677237226,Clay,37.880613149871685,False,False,Rainy,1044.409145111644
Andhra Pradesh,Kharif     ,1068.7192998964902,Peaty,22.03074392787697,False,False,Cloudy,1024.7956401285558
Andhra Pradesh,Kharif     ,1065.7506351745553,Loam,25.86048958400657,False,False,Rainy,762.810543693465
Andhra Pradesh,Kharif     ,635.2942504940247,Loam,19.28315486763525,False,False,Sunny,1145.1979692778018
Andhra Pradesh,Kharif     ,736.2288510398042,Silt,27.08566002990645,False,False,Sunny,1020.7193435887922
Andhra Pradesh,Kharif     ,415.61306107085727,Clay,17.681886839321756,False,False,Rainy,688.6444777019118
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,60.0,Sandy,22.091064721533,False,False,Cloudy,2411.164723714586
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,60.0,Sandy,22.091064721533,False,False,Cloudy,2411.164723714586
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,48.0,Silt,18.16884223036485,False,False,Rainy,1565.952754025443
Assam,Kharif     ,48.0,Silt,21.771892145262782,False,False,Sunny,2484.2518682185264
Assam,Kharif     ,48.0,Silt,18.16884223036485,False,False,Rainy,1565.952754025443
Assam,Kharif     ,48.0,Silt,21.771892145262782,False,False,Sunny,2484.2518682185264
Assam,Kharif     ,48.0,Silt,18.16884223036485,False,False,Rainy,1565.952754025443
Assam,Kharif     ,48.0,Silt,21.771892145262782,False,False,Sunny,2484.2518682185264
Assam,Kharif     ,48.0,Silt,18.16884223036485,False,False,Rainy,1565.952754025443
Assam,Kharif     ,48.0,Silt,21.771892145262782,False,False,Sunny,2484.2518682185264
Assam,Kharif     ,48.0,Silt,18.16884223036485,False,False,Rainy,1565.952754025443
Assam,Kharif     ,48.0,Silt,21.771892145262782,False,False,Sunny,2484.2518682185264
Assam,Kharif     ,48.0,Silt,18.16884223036485,False,False,Rainy,1565.952754025443
Assam,Kharif     ,48.0,Silt,21.771892145262782,False,False,Sunny,2484.2518682185264
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,70.0,Clay,21.831651045413224,False,False,Sunny,2466.254865550964
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Assam,Kharif     ,40.0,Peaty,32.360948083572495,False,False,Sunny,3023.3882298760777
Bihar,Kharif     ,200.0,Chalky,32.05512620494957,False,False,Rainy,1283.3609547622652
Bihar,Kharif     ,204.0,Loam,31.244012525683058,False,False,Cloudy,869.2282101686839
Bihar,Kharif     ,204.0,Silt,23.79771502004417,False,False,Rainy,1615.410835069051
Chhattisgarh,Kharif     ,16.0,Chalky,21.66406639443842,False,False,Cloudy,142.21310141193612
Chhattisgarh,Whole Year ,16.0,Chalky,21.66406639443842,False,False,Cloudy,142.21310141193612
Chhattisgarh,Kharif     ,79.0,Sandy,27.44894485230881,False,False,Cloudy,156.10749616788684
Chhattisgarh,Kharif     ,80.0,Sandy,15.864172973156773,False,False,Rainy,141.79577491329206
Chhattisgarh,Kharif     ,80.0,Clay,25.603280668525493,False,False,Cloudy,104.47751958138235
Chhattisgarh,Kharif     ,151.0,Chalky,22.719896045516048,False,False,Cloudy,134.84900613157902
Chhattisgarh,Whole Year ,126.0,Chalky,27.774771804019657,False,False,Cloudy,209.3679015300063
Chhattisgarh,Whole Year ,126.0,Clay,24.80621409969556,False,False,Rainy,101.13993587569551
Chhattisgarh,Kharif     ,140.0,Clay,17.681886839321756,False,False,Rainy,115.2959648053317
Chhattisgarh,Kharif     ,61.0,Sandy,24.33100995700559,False,False,Cloudy,200.8344704174807
Chhattisgarh,Kharif     ,169.0,Clay,20.02970506091512,False,False,Rainy,173.82976996792848
Chhattisgarh,Kharif     ,147.0,Chalky,28.765224417600383,False,False,Cloudy,132.46572554983007
Chhattisgarh,Kharif     ,250.0,Silt,25.13316042069714,False,False,Sunny,174.9794415595977
Chhattisgarh,Whole Year ,250.0,Silt,25.13316042069714,False,False,Sunny,174.9794415595977
Chhattisgarh,Kharif     ,182.0,Sandy,22.96936876141313,False,False,Cloudy,147.5062956406738
Chhattisgarh,Kharif     ,60.0,Sandy,22.091064721533,False,False,Cloudy,164.64279385826225
Chhattisgarh,Kharif     ,250.0,Silt,25.13316042069714,False,False,Sunny,174.9794415595977
Chhattisgarh,Kharif     ,352.0,Sandy,27.898689957270843,False,False,Sunny,129.58758682978785
Chhattisgarh,Kharif     ,125.0,Sandy,15.664448936558554,False,False,Rainy,136.93120562722748
Chhattisgarh,Kharif     ,171.0,Peaty,24.607317325476192,False,False,Rainy,211.88148076654105
Gujarat,Kharif     ,271.90969824687267,Chalky,33.43054017311093,False,False,Rainy,597.3708030212451
Gujarat,Kharif     ,325.9191588575528,Clay,19.11351780196989,False,False,Rainy,726.2714769742277
Gujarat,Kharif     ,325.9191588575528,Loam,20.932864671665406,False,False,Rainy,1028.6225526042178
Gujarat,Kharif     ,325.9191588575528,Loam,27.80119498191088,False,False,Rainy,683.8655523430753
Gujarat,Kharif     ,290.53365018158996,Silt,19.62541969690605,False,False,Rainy,945.2807887322436
Gujarat,Kharif     ,234.66179437743804,Chalky,27.774771804019657,False,False,Cloudy,1167.1655704069128
Gujarat,Kharif     ,234.66179437743804,Clay,24.80621409969556,False,False,Rainy,563.8259259639015
Gujarat,Kharif     ,257.0105366990988,Sandy,21.10021309698575,False,False,Rainy,620.6517718865526
Gujarat,Kharif     ,257.0105366990988,Sandy,21.10021309698575,False,False,Rainy,620.6517718865526
Gujarat,Kharif     ,327.78155405102456,Clay,18.89487484590738,False,False,Rainy,1087.3292728490446
Gujarat,Kharif     ,327.78155405102456,Chalky,36.41305261541311,False,False,Sunny,598.2447123820042
Gujarat,Whole Year ,532.6450253329149,Sandy,18.091461689517157,False,False,Rainy,735.7217689684117
Gujarat,Kharif     ,767.3068197103529,Silt,30.80176489412901,False,False,Rainy,923.0632224395463
Gujarat,Kharif     ,148.99161547773843,Sandy,15.864172973156773,False,False,Rainy,790.4704842458558
Gujarat,Kharif     ,148.99161547773843,Clay,25.603280668525493,False,False,Cloudy,582.4319909870563
Gujarat,Kharif     ,294.2584405685334,Sandy,32.84851115530418,False,False,Sunny,654.41244797202
Gujarat,Kharif     ,607.1408330717841,Silt,33.28948637118857,False,False,Rainy,739.6029583103805
Gujarat,Kharif     ,463.73640317446086,Loam,17.170198766559096,False,False,Sunny,788.581785460971
Gujarat,Kharif     ,711.434963906201,Loam,33.14279658877062,False,False,Cloudy,1225.9753900395153
Gujarat,Kharif     ,703.9853831323142,Silt,15.358121961643144,False,False,Cloudy,751.9521846150632
Gujarat,Kharif     ,623.9023898130297,Sandy,15.070392077900935,False,False,Sunny,577.8837826439151
Gujarat,Kharif     ,519.6082589786128,Silt,20.514385675261806,False,False,Rainy,1455.1873087495064
Gujarat,Kharif     ,519.6082589786128,Silt,36.82316610987698,False,False,Sunny,846.2352438604789
Gujarat,Kharif     ,519.6082589786128,Loam,33.68180599335108,False,False,Rainy,1045.0165404746401
Gujarat,Kharif     ,482.36035510917816,Chalky,17.222660322795324,False,False,Rainy,848.2833132662398
Gujarat,Kharif     ,754.2700533560509,Sandy,17.08953900224157,False,False,Sunny,694.936810810502
Gujarat,Kharif     ,562.4433484284626,Silt,39.22019174747968,False,False,Sunny,683.0035475197474
Gujarat,Kharif     ,562.4433484284626,Clay,19.70499272444634,False,False,Sunny,706.229831874433
Gujarat,Kharif     ,562.4433484284626,Clay,15.914625457937616,False,False,Sunny,823.7409848833387
Gujarat,Kharif     ,718.884544680088,Chalky,36.69766141401688,False,False,Rainy,576.4976535621176
Gujarat,Kharif     ,718.884544680088,Silt,32.52405529956752,False,False,Sunny,993.5861908690439
Gujarat,Kharif     ,666.7374792628794,Chalky,22.254484342602844,False,False,Rainy,663.86285763093
Gujarat,Kharif     ,666.7374792628794,Chalky,19.891654328641536,False,False,Cloudy,885.8735199096765
Gujarat,Kharif     ,797.1051428059006,Peaty,26.25195614377834,False,False,Sunny,845.2828386474187
Gujarat,Whole Year ,273.77209344034435,Chalky,28.765224417600383,False,False,Cloudy,738.4581542389609
Gujarat,Kharif     ,169.47796260592747,Sandy,24.995401383361497,False,False,Sunny,587.370611691781
Gujarat,Kharif     ,744.9580773886921,Peaty,19.40715382720814,False,False,Rainy,593.9848485133494
Gujarat,Kharif     ,744.9580773886921,Loam,32.545406585106065,False,False,Sunny,675.9755190149333
Gujarat,Kharif     ,744.9580773886921,Peaty,19.40715382720814,False,False,Rainy,593.9848485133494
Gujarat,Kharif     ,744.9580773886921,Loam,32.545406585106065,False,False,Sunny,675.9755190149333
Gujarat,Kharif     ,653.7007129085774,Clay,22.14949141618516,False,False,Rainy,609.7273869429911
Gujarat,Kharif     ,653.7007129085774,Sandy,29.1884510717972,False,False,Sunny,585.1364863775959
Gujarat,Kharif     ,756.1324485495226,Loam,22.31603550559766,False,False,Rainy,946.4723440312401
Gujarat,Kharif     ,756.1324485495226,Peaty,36.182943781318535,False,False,Cloudy,687.7770350088989
Gujarat,Kharif     ,612.7280186521994,Clay,36.74931864819796,False,False,Rainy,932.3190844263122
Gujarat,Kharif     ,653.7007129085774,Clay,22.14949141618516,False,False,Rainy,609.7273869429911
Gujarat,Kharif     ,653.7007129085774,Sandy,29.1884510717972,False,False,Sunny,585.1364863775959
